Gene	Mean.Coverage	SD.Coverage	Length
FAM66E	0.959834515366	1.25542774375	3384
FAM66B	9.86196217494	13.4448855098	3384
FAM66C	0.118571428571	0.0187067596644	126
C2CD3,PPME1	3.73835443038	0.694004415821	79
RP11-432I5.8	0.833131313131	0.732093233809	99
FAM27D1	0.0803064516129	0.12095902305	620
SPRR2A	61.3775298805	29.0577134316	251
RP11-728F11.3	44.8442774566	32.854698059	346
RP11-728F11.4	1.28418837675	1.11266851194	499
ECT2L	56.4112956883	20.5411429343	4569
SPRR2B	72.0223962264	27.7305576591	530
SLC35D2	49.3855550122	26.5757056864	2045
VIM	52.4159145129	28.1178207153	2012
VIP	54.0277052632	18.0327937599	950
VIT	55.9418550107	22.7779115638	3752
CKLF,CKLF-CMTM1	68.5332958801	20.8636563813	534
AP001652.1	4.70491935484	1.70681663449	496
OVCH1,OVCH1-AS1	32.8153939648	25.3127569025	2386
POMZP3	67.6147853736	23.0878174405	629
RP11-262H14.3,RP11-262H14.4	3.59169270833	2.31928964081	384
ACRV1,CHEK1	71.1863265306	8.05065569117	49
DSG2	62.3119860475	21.6340158153	4587
CIDEB	79.2933232628	16.7814931063	662
CYBB	58.5624635143	15.7593497764	1713
FGGY	48.581003595	23.9346125633	3338
ABI2,RAPH1	39.7845454545	25.1857853412	583
ASPN,CENPP	36.332214941	18.8710503249	763
PDE1C	62.5931794538	25.7918667547	4614
PDE1B	68.8007624954	26.0773936966	2741
PDE1A	55.7476067876	24.1101837581	3418
CXorf24,ZNF41	0.98625	0.0672185490273	16
PDE12	70.2392288049	23.0603681745	1958
DMXL2	70.086313313	22.3659336103	10839
DMXL1	64.1961841714	24.2198374218	13444
NDUFAB1	36.8860893246	23.6092859312	918
CTD-2132N18.3	43.2142857143	5.48291786914	28
MIR3117	0.498717948718	0.0372899824422	78
AC019068.2	50.4239226519	30.5702577057	181
AC016722.1,AC016722.2	5.73257372654	2.53838644097	373
SOCS5	70.1354242424	12.7822740255	1650
SOCS4	78.1063869992	14.5620194266	1323
SOCS7	44.7730933024	29.864131949	2583
SOCS6	77.0828047264	10.1765657462	1608
SOCS1	14.1264050235	9.82778047038	637
SOCS2	39.0260208062	26.9956171747	769
RAI14	59.2627693878	22.7086810071	4900
MIR21	61.5340277778	3.65313512268	72
IGHD1-26	31.844	0.496104827632	20
LSM12	38.238801956	27.8813648457	1227
LSM10	72.0936340852	16.6229478902	399
NCDN	58.4923259762	29.4525461258	2945
hsa-mir-4259	27.4659405941	10.6607497089	101
CHURC1-FNTB,FNTB,MAX	42.3961151663	28.3841722759	1233
ACTL6A	64.2910062893	25.8457443269	2544
ACTL6B	45.8848947995	21.5206499937	2519
CTD-2545M3.2	22.7616386555	17.7385540811	476
CTD-2545M3.6	8.13346153846	0.730402312744	26
RP11-371E8.4,TMEM251	80.5071192053	9.3650311949	302
ZNF585A	75.0728228346	21.4365755013	2540
G6PD,IKBKG	48.524742268	35.6384869998	194
RP3-416J7.5	4.96925213675	2.31456427664	468
SATB2	57.6388267847	35.0986780836	3614
SATB1	71.5605173901	29.111712811	3479
AC007228.11	37.3969593496	26.5158838947	615
ZNF79	76.0032451032	21.1495635023	1889
CHDC2	41.3265472561	19.6511564591	2624
AC010760.1	0.356830357143	0.0250604250544	224
GBF1	72.1463610039	20.5659710729	9324
KRBOX1	7.57099406528	6.12299446912	674
H2BFM,H2BFWT	11.31	0.297951338309	9
NUP107	59.6281005689	19.1761228003	5449
LY6G6F,MEGT1,XXbac-BPG32J3.20	65.2427413127	23.3315899743	518
TIMM44	62.4641762452	27.1639674324	2610
BCL2A1	70.1943629344	25.6820413083	777
ALPI	52.9291786859	24.4491833979	2496
ALPL	60.2037886497	22.843915382	2555
SNORD43	60.97671875	1.79331390916	64
SNORD41	84.5868571429	2.5494924433	70
SNORD46	85.0084615385	3.33868608806	104
SNORD4B	96.5430555556	0.281062565782	72
IGSF9B	33.2399420677	22.9335789843	6732
SH3BGRL2	61.1798381877	25.8187523719	618
FIZ1	19.1591510474	22.4728565022	1814
GNL3L	42.9727699229	19.6735994089	3112
MAEL	54.6190132122	23.0821705561	2422
AL136218.1,SETDB2	3.27375	0.107774883586	48
RP11-761I4.3	35.2395417633	22.3152222566	1724
DDX60	51.9392846498	20.7667006607	8723
LNX1-AS1	41.4124705882	15.3893375459	340
SPG21	60.054381892	28.6816250268	1723
SERF2	39.3989720999	27.4553471991	681
H6PD	62.4944639028	23.0082382049	2798
KB-431C1.5	28.2691176471	6.65734420674	102
EEF1D;EEF1D	70.3325	24.742491622	4
CKMT2	79.3079969992	14.2850907113	1333
GOLGA8H	12.4534909515	21.1960834135	3426
GOLGA8G	1.8415200955	5.33366109553	2513
MTRNR2L11	0.711466666667	0.113264738118	75
GOLGA8B	6.63375620128	11.3249437145	1411
CTAGE8	0.037643129771	0.104194176832	1048
BDKRB2,RP11-404P21.8	49.5295895522	37.8664297113	268
BHLHE40-AS1	9.13654907975	12.6175985002	652
CHERP,CTD-3222D19.2	32.3069615728	26.3433541444	1119
RP11-302B13.5	57.8577702703	32.1298916175	296
NARFL	54.2177167019	31.4251090782	2838
EQTN	47.9470026178	19.6909920478	1528
FCRL1	62.6258094435	19.4973580075	2372
FCRL4	61.7709954058	23.7924512633	2612
FCRL5	61.5122481752	26.8623068115	4795
FCRL6	60.5376909945	21.1155763837	2343
FCRLA	61.1635918854	23.4326017638	1676
FCRLB	41.5074989182	28.7603444333	2311
ADAM20P1	3.08585644372	1.42358706198	1226
LY6G6E,XXbac-BPG32J3.20	5.55395833333	1.53173069084	192
GANAB;INTS5	36.7405555556	3.24784176705	18
PTHLH	58.1162281879	36.6103998442	745
CTD-3074O7.2	18.7246785714	13.9334074921	280
CTD-3074O7.5	49.576	10.4030136465	100
IGKV3-15	22.0252040816	20.4852502392	490
U4	35.2017647059	6.98207754351	51
CTC-513N18.7	45.0555976676	34.588719002	686
KLK1	54.9100232198	28.0409204595	1292
KLK2	46.0279751553	34.3565018756	1610
KLK3	61.919675366	30.1136835619	1571
KLK4	72.8774852817	25.7580290346	1189
KLK7	41.5690674603	28.4445809571	1008
KLK8	76.029131334	20.1120262805	967
KLK9	54.0964558473	24.796481289	838
KIAA1217	63.9962833169	22.7366107609	8104
KIAA1210	52.3151839726	22.976790547	6414
KIAA1211	44.856072196	26.5638440757	4654
CDC37L1	47.7025885886	22.823634163	1665
CCDC121,GPN1	32.0441666667	15.6504490606	24
CTD-2313F11.1	46.6051011236	17.8349457375	445
NANOGP1	42.8802482622	27.6308595818	1007
SOD2	54.1606296603	31.1721785389	1207
SOD3	14.5871372032	9.32247145837	758
SOD1	64.6234643735	20.5030018751	814
LYL1	22.5978231939	30.6230086118	1052
GEM	59.4956805216	17.5864630646	1227
MIR3074	37.5814814815	2.3175666717	81
PDSS2	54.8780410959	27.9764132797	2190
PDSS1	49.1952307124	31.7458073749	2709
GNG5P2	27.1810144928	7.16465985986	207
MIR4641	8.51227272727	2.33075411729	66
MIR4643	0.171073446328	0.00643854038272	177
MIR4642	0.148414634146	0.0169581556325	82
MIR4645	0.155974025974	0.00815309761278	77
MIR4647	0.341	0.0363039210492	80
MIR4646	36.5379365079	8.81898212229	63
MIR4648	35.3666666667	6.78888611246	72
TDP1	52.6569484168	27.7759176755	3916
TDP2	65.0377559682	26.3553692645	1885
BMP1;SFTPC	0.602962962963	0.0589533593233	27
IGHD3-9	15.6556666667	0.399997270106	30
IGHD3-3	12.1522307692	0.854375210664	130
AGGF1	65.6611326291	23.4547140712	3408
RP11-111A22.1	19.5356626506	21.9055082518	415
CTD-2313N18.7	46.4208064516	22.3579301033	310
ZNF503-AS2	4.16809574468	2.71618920611	940
MPND	28.3078922816	22.6673265126	2358
IL21R	52.5179855504	20.6905928156	2353
FAM163B	6.5686214442	6.74799759635	457
FAM163A	51.3376862124	26.2070718985	631
GLTSCR2	32.2602183908	25.6080134349	2610
IKBKAP	65.3340625	22.3635999991	7552
MIR1268A	0.286622516556	0.0713291657713	151
CDRT15L2,RP11-434D2.12	30.1606666667	3.30406847776	30
COL4A6	56.3370631792	25.0825824221	10399
OTP	29.2460562181	29.5571479554	1174
DKK4	69.0178643725	21.6264199373	988
DKK2	65.4629319372	33.6659914523	1337
DKK3	51.1603579812	24.0911850987	1704
ADCY7	51.0327981882	27.7428575714	5961
ADCY1	56.9502488856	26.7287068925	5384
ADCY8	62.5675306279	26.093104082	5224
SELRC1	69.7867552602	19.4904683622	903
AC006547.15	44.8633333333	5.24219139928	51
OR10J4	7.89818181818	4.48526713986	935
OR10J5	76.8819871795	11.5921202309	936
OR10J1	87.0972121789	12.5410965926	1051
PNN	60.3116570397	23.2197548449	2770
RBFA	73.2452059497	15.5213947755	874
MYOD1	28.8638826575	20.4243975592	1159
CTC-321K16.4	2.63175824176	1.398396336	637
CTC-321K16.1	38.5719727891	17.8256974317	294
KRT3	55.802994713	29.9865788072	2648
KRT2	72.4283888685	26.163452329	2731
KRT1	63.6183794758	24.180568167	2709
KRT7	56.1042373689	18.7975037004	2098
KRT5	73.3144358121	25.9119853375	2703
KRT4	70.4801442495	18.7653185438	2565
KRT9	63.3798987444	29.6812530908	2469
KRT8	48.996223565	28.9673374693	2648
RAI1,SREBF1	7.058	0.185197082006	50
AC091132.1	17.6618146718	7.07459096993	259
RP11-613M10.9,SLC25A51	54.9928571429	1.52454052407	7
MFSD6L	72.6181828507	15.5182878658	1761
CHRFAM7A	21.8413384956	23.8613742606	1808
FCN2	61.8957837838	23.3360868717	1665
FCN1	51.1924125561	34.7025358232	2230
DLEU2,MIR16-1	45.2412121212	28.3263203944	99
ADORA3,RAP1A	78.532244898	7.31433645467	49
PCF11	42.0977491961	24.9324105284	6220
CXorf67	30.9060780423	17.369326125	1512
GPR87,MED12L	50.6335714286	8.14389534825	98
CFL1,MUS81	21.7708064516	14.3647325999	248
NPIPP1,RP11-1186N24.5	10.0979482759	16.4120307762	1160
TMIGD2	64.2250040161	25.7410928734	1245
TMIGD1	63.2303949224	26.7231972817	1418
FUNDC2	48.1407749077	30.5181997007	1084
FUNDC1	36.1885116279	17.3698990467	860
CEP170B	25.127071875	19.8643957377	6400
DES	43.8160458453	24.5871943629	2094
TBCK	45.5798672969	25.9410834827	5501
TBCE	60.9838919247	24.5317986191	3294
TBCD	33.8945550565	23.37524393	8237
TBCC	58.6853521127	18.7532961186	1065
TBCB	35.4541305638	35.400282455	1685
TBCA	18.8282019486	17.7389727371	1129
ZNF317	55.8343677238	24.8816902575	2491
AL162389.1	0.0563116883117	0.0604575134349	385
TSN	59.3321906841	30.2186982856	1374
TST	38.5415593561	21.9640180226	994
ACTR3B	44.5165234375	29.6894601754	2560
PPFIBP1	59.5739967871	25.8440712833	6225
PPFIBP2	60.3425904832	30.4072380824	5443
RP3-412A9.16	8.48126838235	5.95310470785	544
PURB	42.1849840256	35.2390035726	939
PURG	58.1852173913	29.79528666	1196
FAM227A	10.2893757293	2.78207966793	3428
EIF3E	48.6739137701	28.8052251187	2992
EIF3G	41.808804907	27.7067759847	2527
AC069363.1	60.6487854251	19.8420050492	247
FAM19A4	67.5422576687	19.5758612403	815
FAM19A2	45.1678385417	30.4655354282	1152
FAM19A3	48.1619835681	22.5324126832	852
FAM19A1	65.8379390421	21.1131048619	689
TUBAL3	73.9788228155	18.2096413829	1648
AC034220.3	50.4692476754	36.9194971147	1183
RP11-1070N10.6,TCL6	48.4007177033	21.5269430347	1254
RP11-376O6.2	53.1573979592	22.9150961744	196
CTB-187M2.2	25.4593877551	10.2430342	147
PCDHGA1,PCDHGA2,PCDHGA3,PCDHGA4,PCDHGB1,PCDHGB2	27.4888392857	9.43249680296	112
COBL	52.5004843111	29.7241190091	5864
RP11-1105O14.1	4.19244186047	1.5881205585	86
MST1R	68.5084762544	22.0170458764	5959
MST1L	47.8904274558	28.1566203095	2433
IL1RAPL2,TEX13A	21.7977272727	7.49285857665	110
ARSD-AS1	3.96822695035	0.582610239339	141
hsa-mir-150	1.3751558753	1.10920422344	834
PKD1;MIR3180-5	0.0104	0.00197948663722	50
MIR891A	42.938988764	7.80365799274	178
MIR891B	48.5116292135	7.58354858856	178
LIN54	74.8345799701	22.2444817214	3345
DTD2,RP11-176H8.1	31.8690952381	28.2730742759	420
OFCC1	53.5748281787	33.4588864901	1746
STAU2-AS1	4.75151567944	2.23411123751	574
KRBA2,RP11-849F2.7	46.8692156863	9.37693869941	51
MIR376A1;AL132709.2,MIR376C,MIR654	19.7316326531	0.413644104972	49
CTC-534A2.2	4.20480743692	1.24007195499	753
SNORD114-29;SNORD114-28	62.781884058	10.9048896582	69
MGC10955	5.16916666667	0.591623398467	96
RP11-3M1.1	82.078125	1.73086575158	16
AC006262.10	56.6578341014	26.2608350021	217
AC096579.13	1.194	8.96634526854	100
MARVELD1	7.47699233716	4.28027515797	522
SPEM1	48.2183026585	21.0343304019	978
VKORC1L1	36.0554761905	26.697724763	840
SMARCC1	61.0735043595	21.9856549445	5964
PGGT1B	58.7234724452	21.2248714728	1869
XAGE5	43.0102080444	20.3465093126	721
XAGE2	0	0	195
XAGE3	63.0913818722	14.0932041529	673
GRIFIN	20.0779355401	12.2605113242	1148
SIRPB2;SIRPB2	89.085	0.630370261566	4
RP11-252A24.2	36.7963679619	18.2581877123	2522
SERTM1	89.1387037037	11.3783108618	324
THEMIS	67.7302891933	27.8834311308	2628
FNTB	58.4801388889	8.06223580246	144
IFNA2	93.1668959436	4.59955454458	567
RP11-244F12.2	58.7612244898	9.89665802865	49
CYP27B1	54.7024010967	31.8008843587	2553
RP11-637O19.2	38.3937254902	8.71418819186	51
P2RY10	72.9917391304	14.6909244344	1058
IGLV2-33	79.564437751	24.111927982	498
ADH7	58.7018342391	28.4088825499	2208
ADH6	74.961463964	16.2911378712	1332
ADH5	44.0798646757	28.2854349693	2143
ADH4	61.1782425563	25.1586604695	1377
FAM155B	27.801876161	16.9471651377	1615
FAM155A	62.8227033493	26.984207727	1672
CMTR2	65.2964861407	16.3099176633	2345
CMTR1	70.752942404	23.189552838	4792
DAAM1	57.2647302094	20.8299844554	5634
DAAM2	36.4989890428	24.4537567312	4837
PTCD2	56.6065499533	23.7019951921	2142
PTCD3	62.0276553191	24.2793942191	4700
OR52J3	72.8916377649	20.6698308704	1038
RP11-399K21.10	0.753953488372	0.193335922864	129
BACE1;AP000892.4	0.7876	0.0849143626225	50
PRR7-AS1	51.7045955882	27.6830695696	272
BRI3BP	50.6349054622	36.0408278677	952
TCP11	49.8453703704	34.0607441319	3240
TCP10	29.9962493839	28.4889375166	2029
BACE2;MIR3197	0.211224489796	0.0177520718346	49
AL122127.25,IGHD4-17,IGHD5-18	30.7359459459	1.99558882909	37
RTN4IP1	62.3679240506	21.6848748605	1975
RP5-1142A6.7	4.70429347826	1.2475455863	184
CHRNB1	59.8528350934	27.3599044553	2462
PERP	51.4554241645	15.2701139422	778
PER3	62.9957450137	21.7146525927	5114
PER2	60.2350247027	25.5626606666	5465
PER1	53.4331846724	27.8639463839	6211
PRODH	42.28029687	27.1500971868	3099
ECHDC3	38.267008898	30.065510487	1461
ECHDC2	42.6220506455	27.3333761249	2014
ECHDC1	40.4210808436	33.2356693423	2276
MIR191	14.7732608696	1.56470908625	92
MIR192	9.80945454545	0.503176763884	110
MIR197	74.1929885057	15.6586926949	174
HIBADH	43.1976973027	26.9906182016	2002
HOXB9	51.0397526502	32.7431986681	849
SUSD4	47.8995322058	29.7968402069	2779
SUSD5	47.8820176211	18.18616921	2270
SUSD2	49.3494041314	23.4751907491	3776
SUSD3	48.7144436033	31.5247187815	1321
SUSD1	58.599183145	28.8557379589	4248
HEXA	69.9723747017	16.7506089201	1676
HEXB	59.8822030387	25.5938748673	2896
IGHV3-9	64.7223625255	6.74506245103	491
TNFSF13	43.3536882129	21.944295797	263
TNFSF11	63.6887810384	28.3542781857	1329
TNFSF15	57.9436307962	19.2103134705	1143
TNFSF14	59.4508078818	25.2464033945	1015
TNFSF18	65.3840706605	22.7388408308	651
CASC14,CASC15	3.25357142857	0.190327941393	14
AC099344.1,E2F6	5.97479166667	5.90426482418	96
RPL13A	51.2714255618	27.1639797953	1424
AC092171.2,AC093620.5	1.54903846154	0.292964962205	52
NELFA	33.970213195	31.7035267433	3471
HSD3B7	61.5018515358	23.2442608158	1172
HSD3B1	81.6238746224	15.4011261288	1324
HSD3B2	78.8560912548	14.9864658859	1315
MIR3180-4;hsa-mir-3180-4	0.0408	0.0085332482989	50
KBTBD4	67.0060405063	23.7893616578	1975
C7orf13,RNF32	1.33489795918	0.131166599677	49
AL354808.2	0.142841530055	0.0227410656737	183
PCBD2	37.278740458	27.0912865032	786
SRP14	48.3246103896	28.1254995007	924
SRP19	69.0054597701	14.4437537557	348
GABBR1	53.2649788564	27.3925637265	5439
GABBR2	56.3114444444	25.4472524397	4590
NRG3	43.4932267073	30.5128390543	3939
SMUG1	59.0859210526	28.5175225712	1064
PON1	68.5544450374	19.1853098761	1874
PON3	79.9426688453	14.7483556691	918
LACC1	65.5750571429	19.5462682174	1750
FER1L4	3.29432465173	1.3411912665	1651
SPINK9	44.7730508475	32.8740375871	531
SPINK8	22.7760827251	13.7238398775	822
SPINK6	62.7980819367	22.7021542112	537
SPINK5	57.2030936189	25.7101105911	6911
SPINK4	47.4981603154	20.2368649936	761
SPINK2	39.9468299712	31.9302053079	694
SPINK1	44.3482135524	8.47671727091	487
ARPC1B	50.2129780564	29.5795995071	1595
ARPC1A	50.5507797732	24.9063305843	2116
TMPRSS4-AS1	3.62996099844	3.56672630467	1282
MAML2	48.3991223059	26.467186321	3851
RP1-100J12.1	2.65464114833	1.17717392612	209
RP11-500C11.3	19.3060740741	13.7478424954	135
OR14K1	72.9280846561	15.5971259179	945
TP73	42.8362323202	26.897543927	3323
IMPDH2	60.3290656648	30.3153799559	3061
UCN	17.3100726392	19.9115819407	413
IMMT	37.8586732125	25.7364172689	3972
ALDH7A1	54.9343094842	25.9601797822	3606
CTD-2376I20.1	20.6897959184	2.00888701544	49
AC025262.1	0.13134751773	0.0121431849291	141
NAPSA	59.9975771971	24.8099357012	1263
AC144522.1	50.9363636364	6.83581826584	33
SUGP1	57.8863205091	25.3332365963	3457
RP11-298J23.5	6.78914012739	5.76757330375	314
EDA	33.99526702	23.5870505051	2453
EPDR1,GPR141	88.0771428571	1.05097873552	35
RP11-2C24.4	11.6669401042	15.5184790931	768
ZNF833P	38.5377301255	22.924818691	956
ATP6V1B1	65.8945248584	17.1710996797	1589
TRBJ2-5,TRBJ2-6,TRBJ2-7;TRBJ2-1,TRBJ2-2,TRBJ2-2P,TRBJ2-3,TRBJ2-4	22.964084507	2.82589079633	71
KRTAP12-4	41.8494690265	16.7555814161	339
ZNF597	71.8543507818	22.3633409019	1471
CCR9,LZTFL1	45.5176168224	38.6870328195	214
MIR323A	88.9103488372	5.68402538548	86
ZNF436	83.4309073959	15.3320428874	1609
ZNF431	48.1454552323	26.6704564415	2647
ZNF433	64.7951743908	21.2767045999	2093
ZNF432	75.2245158371	17.7839337661	2210
ZNF439	80.6469870283	15.5943825432	1696
ZNF438	83.1098620189	20.0632992123	2754
KLHL36	55.0374839302	23.9944497718	2178
KLHL34	18.5650077519	7.91657668039	1935
KLHL35	25.5760369069	30.5587905078	2276
KLHL32	64.0601610738	24.3335272828	2980
KLHL33	10.2477348066	2.33956629157	1810
KLHL30	26.9845166883	20.7394850665	2307
KLHL31	65.1390062112	26.3863413622	2093
KLHL38	71.7120757825	13.3015441546	1821
CDRT15L2	11.3409245484	11.0810287129	941
RPA3-AS1	5.95977973568	2.20687755905	454
MAP1LC3A	38.6333153639	27.494406008	742
MAP1LC3C	78.0689566396	16.1319177496	738
MAP1LC3B	42.5176712329	37.9224626343	803
TFPT	64.1286602871	25.8503446942	1045
AC112715.2	5.55653465347	1.32540492549	303
POLR2J4	32.8143701226	32.9933208451	897
POLR2J3	5.00081081081	16.4853980066	814
SUPT5H;AC011500.1	2.52653061224	0.387742134137	49
KIF16B	64.2813381057	24.6763019283	7264
PPP6R1	30.2021252129	20.1266090291	4696
CTC-429P9.4,SMIM7	24.8115550239	18.1760342894	836
RP11-395B7.2	42.6167576244	24.0106437562	623
RP11-395B7.4	5.00144827586	0.910943481683	145
XX-C283C717.1	23.3660507246	16.5490180093	276
CYB561	34.7494885745	28.9597221759	1838
NSF	26.9271607143	28.4829203756	3920
MRS2	58.4292597188	26.2262601123	2418
RNF113B	65.6261609907	24.6633442314	969
APOBEC2	71.6529475983	27.3935733726	916
APOBEC1	62.1451632833	19.7889981368	1133
C1QL1	44.397641196	32.1865055402	903
C1QL2	35.9058835759	32.3833346758	962
CTB-58E17.1,MIR4734	0.0408163265306	0.0297795185974	49
MIR517B,MIR520D	90.3333333333	1.11737528889	24
AC110084.1	0.102063492063	0.0150438852822	63
TP53INP2	26.0635656214	18.2223866967	861
FLJ00418,MTSS1L	19.5276271186	7.13805645952	177
AC016644.1	25.3098979592	8.59698910311	98
NPSR1-AS1	21.3858677686	30.0281278743	484
RP11-677M14.2	26.1310752688	18.6808583421	93
PPP1R16A	23.2588570039	15.6364634089	2056
PPP1R16B	62.3371467391	23.0052982663	2576
HAL	68.2591895325	22.0126075225	3936
TYMP;ODF3B	6.34411764706	0.636593068839	17
FDX1L	61.6073846154	10.3344064124	130
INPP1	59.5300374732	30.8041724674	1868
PDPK1	25.8629738059	34.4065036543	3245
PDPK2	3.82046432616	9.78625341069	1766
PRRT1	22.701249156	17.4232998626	1481
STRN4	47.6836573146	29.9819377331	3992
STRN3	56.4446881878	25.6132530529	4089
RP11-168O16.2	37.869212828	10.558859932	343
CCNYL2	16.0069268293	16.5393880619	2050
LIME1	21.193125	11.0416297816	656
CYR61	58.26527727	25.8870275958	1641
PLSCR5-AS1	53.2604123711	8.47014080431	97
RP11-388P9.2	56.2812318841	24.3559058495	276
C7orf41	38.3217396061	32.7852608392	914
C7orf49	72.736529745	19.9092574639	706
MIR4476	0.206714285714	0.00473085112648	70
MIR4289	0.422781065089	0.0287013459333	169
MIR4282	0.597462686567	0.0100518780971	67
GMPPA	56.0519852448	28.2535056769	1491
HOXB7;HOXB8	0.160144230769	0.00738704737839	208
AP4S1,STRN3	13.8312244898	2.59567318874	49
RARB;AC133680.1	72.1078	8.67532115267	50
GBGT1	62.1167581699	27.632133543	765
AFAP1-AS1	46.35799117	23.8830684588	453
CCER1	62.1034807535	27.7497977855	1221
FLAD1	68.6693251534	22.19644606	2282
RP11-203M5.8	59.59715	14.7871652679	200
RP11-203M5.7	0.493641025641	0.186087149406	195
RP11-203M5.2	51.7902834008	11.9255912707	247
HMX2	38.7026521739	18.6806631802	920
PHOX2A	15.1161655566	18.4737287557	1051
PHOX2B	43.7076846154	25.1463004827	1300
CYP4A22-AS1	59.405145287	23.0948122547	1411
ZBTB7B	52.9515211709	23.1372054104	1913
TC2N	56.3224989808	22.948923992	2453
RP11-432B6.3,TRIM59	68.6699911972	27.3607726676	1136
CDC42EP3	83.5365051903	7.62894832548	867
CDC42EP5	5.80997991968	2.70105356142	498
CLINT1	51.8447950032	29.1615427654	3122
SYNCRIP	62.8719605523	23.0930689004	2535
PRKAG3	55.7401915133	25.5283502133	2663
MAMLD1	50.7042370775	34.5647440452	4024
FLRT3	85.2681897436	11.2246666206	1950
FLRT2	84.7095057993	10.4220235139	1983
OR8J3	78.8153714286	17.6525712839	1050
RP11-797E24.3	31.5271296296	27.3837805769	540
B4GALT3,PPOX	57.632	25.0317720519	555
CTD-2587H24.4,TNNI3	28.9673036093	20.331784784	471
TRABD2A	37.9245479963	28.4212374877	2146
TRABD2B	3.66158397815	2.66250861683	2197
SCRIB	32.6334993254	24.7925234026	8153
JARID2	57.2084916765	28.3570681647	5947
CXorf58	51.9832970807	22.2114441134	1747
CXorf56	71.1708940397	16.3982094228	1208
CXorf57	57.6092182891	23.3319320174	4068
PRH1	63.0111883692	17.6989421798	791
DLX4	61.3704953271	28.2000656316	1070
DLX5	67.9805328259	18.2361628875	1051
DLX6	23.5398149951	20.1662239588	1027
MARS2	77.4995398429	19.6474575968	1782
ZFX	65.322742029	27.7731487229	3450
ZNF519	62.7302270484	25.5566393267	2026
ZNF512	68.8186122216	20.6607429175	1751
ZNF513	63.2774673913	26.9058534054	1840
ZNF510	72.0612590217	20.9481516248	2494
ZNF516	40.6857427021	22.2129472897	3871
ZNF514	73.031630094	26.098658231	1595
AC004538.3	38.8136337543	25.8422883963	1742
ZC3H12A	56.0711571604	24.8444762484	2437
ZC3H12B	49.0437599447	23.3743407303	2891
ZC3H12C	45.0160805861	26.9321208689	3276
ZC3H12D	21.1197725073	21.3173594642	2066
MC3R	87.1299813607	10.2724240788	1073
GFM2	57.349210588	23.2383132202	4269
SLC4A5	69.3344844757	20.7811793278	3414
SLC4A4	68.1275259631	24.3228556557	5970
SLC4A7	55.424030126	26.6200104235	6506
SLC4A1	60.1715570358	22.5057277993	3603
SLC4A3	45.2973972159	25.1042394029	6178
SLC4A2	53.4540163023	26.501210853	5398
DCTN2	44.3202955818	31.0631923398	3214
DCTN3	52.1277759871	26.1499629689	1241
DCTN1	63.8424173688	26.6543375412	6172
SLC4A9	39.2311108681	27.0220355576	4573
SLC4A8	59.5151581666	30.6741964524	6196
DCTN4	52.6939025258	25.1830000862	2811
DCTN5	46.9623819742	31.8095479578	1398
AC006050.2	6.35940406977	2.32939580089	688
RP11-174G6.1	45.220277512	18.3558292864	1045
RP1-178F15.4	61.9056666667	30.8325916079	150
SUGT1P3	26.1124439197	16.4426592674	847
FAM135B	61.9993225704	23.820011354	6318
ZFP92	7.99720146969	4.02818379064	1633
ZFP90	56.999117753	31.7968262713	2777
RP1-68D18.4	44.1673737374	13.7364195666	198
MIR5692A1,MIR5692C2	0.112121212121	0.00610665867299	99
CTD-2195B23.3	21.2197959184	3.91525727645	49
PKIB	57.5323222749	30.6731785752	422
MUC16	73.0988758363	21.9797486953	51416
MUC12	6.30962858113	5.23036529109	17662
ATRX	66.6509903951	23.9905751969	11036
RP11-783K16.10	23.4085257549	20.6851602793	1126
RP11-538I12.2,RP11-538I12.3	3.10856382979	0.875249428877	188
AC024592.12,FUT5	39.1535121951	22.7000364377	205
SLC6A13	50.1185799168	24.4795412509	3366
RP11-21L19.1	28.2075510204	4.3958837425	49
SLC6A14	61.247692788	22.751644829	3203
RP13-279N23.2,TAS1R2	38.7675172414	20.146339327	290
LGR4	63.9749756852	26.046714732	4524
LGR6	54.9862202708	24.2593134288	5466
SNORA1,SNORD6;SNORA8	27.413877551	3.16481885759	49
LONRF3	48.6669688619	30.3447122855	3629
CIT,RP1-127H14.3	42.4851298701	31.7559386703	154
ENOX1	66.8301778596	22.2190662384	3261
ENOX2	59.3893211068	26.880240178	3108
MSR1	54.5394970297	27.7603035116	2525
FHDC1	61.4317124688	21.2047573062	4403
GCOM1	5.84074380165	0.830826060104	121
SHD	53.1267427804	21.4536807708	1489
SHF	29.7254363974	29.411094927	2154
CTC-435M10.6	19.4147058824	2.35667964955	17
TFB2M	59.1048002131	19.5049070154	1877
FAM170A	74.7753926702	16.5458245094	1337
MUC3A;MUC3A	76.3486789298	21.4740246601	598
SPAG7	81.089789644	10.880889913	1236
SPAG1	46.1689565217	24.4720295618	4600
ACAA2,RP11-886H22.1	42.6864690722	27.4295287736	388
CTF1	17.9711547912	28.8994614265	814
THOC7	59.0537801205	25.1022713367	664
MIR5687	0.155974025974	0.00747975165992	77
MIR5684	0.210609756098	0.00748783241639	164
MIR5685	0.106455696203	0.00785084915929	79
MIR5682	0.225526315789	0.00661205703587	76
MIR5683	0.282763157895	0.0332505111424	76
MIR5680	0.107142857143	0.00844135382442	84
MIR5688	0.0748192771084	0.00502710841173	83
MIR5689	0.123846153846	0.00886123459352	78
UNC79	60.5179210247	25.7211896071	13194
